	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
416	I have been advised by our Construction Manager, Mr. Joe Osler that while he was visiting the City of Lake Worth Building Planning and Zoning dept regarding our permit status he learned that the pipefitters have inquired about permit requirements to picket our site.	inquired	37	have	36.0	pipefitters	35	{'Number': 'Plur', 'lemma': 'pipefitter'}	NOUN	have	36	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'email-enronsent03_01-0151', 'newpar id': 'email-enronsent03_01-p0053', 'text': 'I have been advised by our Construction Manager, Mr. Joe Osler that while he was visiting the City of Lake Worth Building Planning and Zoning dept regarding our permit status he learned that the pipefitters have inquired about permit requirements to picket our site.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	I have been advised by our Construction Manager, Mr. Joe Osler that while he was visiting the City of Lake Worth Building Planning and Zoning dept regarding our permit status he learned that the pipefitters	I have been advised by our Construction Manager, Mr. Joe Osler that while he was visiting the City of Lake Worth Building Planning and Zoning dept regarding our permit status he learned that the pipefitters 've inquired about permit requirements to picket our site.	[]	[]	0	0	0	False	False	False	5.816158261071019e-07	SV-P	eng	3	2	SV	aux	+	[-3.3502063751220703, -2.6283702850341797, -7.592835426330566, -1.282151222229004, -5.111060619354248, -6.212341785430908, -10.871927261352539, -2.009091377258301, -2.4021005630493164, -9.607073783874512, -3.332569122314453, -12.730545043945312, -10.41553783416748, -0.04904747009277344, -7.270275592803955, -0.3406953811645508, -5.999765872955322, -3.88448429107666, -3.1485586166381836, -6.208795547485352, -9.279596328735352, -3.5000767707824707, -1.5279569625854492, -7.623459339141846, -1.3892822265625, -2.7993221282958984, -8.396065711975098, -0.6852502822875977, -2.85562801361084, -4.745635986328125, -8.823482513427734, -1.4953956604003906, -7.408995151519775, -2.3156051635742188, -0.7833089828491211, -6.647919654846191, -1.1222562789916992, -5.188327312469482, -5.010878562927246, -7.120170593261719, -6.123068809509277, -5.047540664672852, -8.757268905639648, -8.140233993530273, -10.659457206726074, -0.4152202606201172, -4.944709300994873, -5.700918197631836, -5.156009674072266, -10.145846366882324, -7.3538618087768555, -6.830174446105957, -4.619620323181152, -2.6851882934570312, -5.723361968994141, -4.499482154846191, -13.022075653076172, -3.5264973640441895, -7.56442928314209, -3.420584201812744, -4.416780471801758, -5.375605583190918, -2.8310928344726562, -5.670150279998779, -8.172873497009277, -5.571681499481201, -13.830673217773438, -0.5714178085327148, -2.59639835357666, -7.168261528015137, -12.638033866882324, -7.0923309326171875, -6.532386302947998, -10.020671844482422]	[-3.3502063751220703, -2.6283702850341797, -7.592835426330566, -1.282151222229004, -5.111060619354248, -6.212341785430908, -10.871927261352539, -2.009091377258301, -2.4021005630493164, -9.607073783874512, -3.332569122314453, -12.730545043945312, -10.41553783416748, -0.04904747009277344, -7.270275592803955, -0.3406953811645508, -5.999765872955322, -3.88448429107666, -3.1485586166381836, -6.208795547485352, -9.279596328735352, -3.5000767707824707, -1.5279569625854492, -7.623459339141846, -1.3892822265625, -2.7993221282958984, -8.396065711975098, -0.6852502822875977, -2.85562801361084, -4.745635986328125, -8.823482513427734, -1.4953956604003906, -7.408995151519775, -2.3156051635742188, -0.7833089828491211, -6.647919654846191, -1.1222562789916992, -5.188327312469482, -5.010878562927246, -7.120170593261719, -6.123068809509277, -5.047540664672852, -8.757268905639648, -8.140233993530273, -10.659457206726074, -0.4152202606201172, -4.944709300994873, -5.700918197631836, -5.156009674072266, -10.145846366882324, -7.3538618087768555, -6.830174446105957, -4.619620323181152, -2.6851882934570312, -5.723361968994141, -4.499482154846191, -13.022075653076172, -3.5264973640441895, -7.56442928314209, -10.490367889404297, -11.689361572265625, -3.6026406288146973, -7.792064666748047, -4.15839958190918, -8.142484664916992, -8.470455169677734, -5.453715801239014, -12.982694625854492, -0.6586055755615234, -3.385019302368164, -7.168642044067383, -12.323183059692383, -6.902949333190918, -6.539364337921143, -11.47404956817627]	409.989990234375	435.3150634765625	25.3250732421875
417	I 've pasted the email for those who have n't seen or would like to re-read it.	seen	10	have	8.0	who	7	{'PronType': 'Rel', 'lemma': 'who'}	PRON	have	8	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0021', 'text': ""I've pasted the email for those who haven't seen or would like to re-read it."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	've	3 -> 2	I 've pasted the email for those who	I 've pasted the email for those who 've n't seen or would like to re-read it.	[]	[]	0	0	0	False	False	False	8.308797515815743e-08	SV-P	eng	3	2	SV	aux	+	[-12.24611759185791, -10.440048217773438, -9.13969612121582, -1.5481395721435547, -2.8989334106445312, -9.093265533447266, -5.229503154754639, -6.854706287384033, -1.535201072692871, -3.439723014831543, -8.005973815917969, -11.438863754272461, -3.4381799697875977, -6.385442733764648, -8.433673858642578, -3.9968643188476562, -0.5218610763549805, -6.028146743774414, -3.75039005279541, -5.745057582855225, -2.3160619735717773, -12.79879093170166]	[-12.24611759185791, -10.440048217773438, -9.13969612121582, -1.5481395721435547, -2.8989334106445312, -9.093265533447266, -5.229503154754639, -6.854706287384033, -1.535201072692871, -9.786418914794922, -8.929862022399902, -6.6127495765686035, -10.905616760253906, -7.223465442657471, -6.390675067901611, -8.174825668334961, -3.6411476135253906, -0.5731172561645508, -6.35581111907959, -3.5572452545166016, -5.876059532165527, -2.436507225036621, -13.196783065795898]	135.28463745117188	152.64588928222656	17.361251831054688
418	My neighbourhood has been surrounded by American troops for three days now, helicopters have been circling over our heads non-stop.	circling	16	have	14.0	helicopters	13	{'Number': 'Plur', 'lemma': 'helicopter'}	NOUN	have	14	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0004', 'text': 'My neighbourhood has been surrounded by American troops for three days now, helicopters have been circling over our heads non-stop.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	My neighbourhood has been surrounded by American troops for three days now, helicopters	My neighbourhood has been surrounded by American troops for three days now, helicopters 've been circling over our heads non-stop.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-8.632087707519531, -0.14838027954101562, -0.988215446472168, -2.4524850845336914, -5.639772891998291, -1.5302925109863281, -7.828091144561768, -0.0077362060546875, -0.419830322265625, -7.997087478637695, -4.85194206237793, -2.8368186950683594, -0.387847900390625, -4.622419834136963, -3.6844663619995117, -1.8613500595092773, -4.55335807800293, -12.601551055908203, -14.214224815368652, -0.8730850219726562, -0.08945465087890625, -0.46427059173583984, -9.188751220703125, -1.4980745315551758, -8.535299301147461, -4.890801429748535, -5.118947982788086, -5.078230857849121, -3.3376541137695312, -12.095706939697266, -0.6082897186279297, -4.426318168640137, -2.7327709197998047, -9.742918968200684]	[-8.632087707519531, -0.14838027954101562, -0.988215446472168, -2.4524850845336914, -5.639772891998291, -1.5302925109863281, -7.828091144561768, -0.0077362060546875, -0.419830322265625, -7.997087478637695, -4.85194206237793, -2.8368186950683594, -0.387847900390625, -4.622419834136963, -3.6844663619995117, -1.8613500595092773, -4.55335807800293, -12.601551055908203, -14.214224815368652, -0.8730850219726562, -0.08945465087890625, -0.46427059173583984, -8.776198387145996, -11.492807388305664, -6.50899076461792, -8.452698707580566, -2.2333765029907227, -4.548465728759766, -5.423891067504883, -3.2564196586608887, -12.962377548217773, -0.25635337829589844, -4.171406269073486, -1.8735055923461914, -9.00067138671875]	153.9385223388672	165.64193725585938	11.703414916992188
419	The excellent windows have performed without any problems, but that 's not why I 'm writing my review.	performed	4	have	3.0	windows	2	{'Number': 'Plur', 'lemma': 'window'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'reviews-117115-0003', 'text': ""The excellent windows have performed without any problems, but that's not why I'm writing my review."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	've	3 -> 2	The excellent windows	The excellent windows 've performed without any problems, but that 's not why I 'm writing my review.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-10.115021705627441, -10.000988960266113, -4.05135440826416, -3.695768356323242, -8.643946647644043, -0.018296241760253906, -8.310462951660156, -5.995269775390625, -4.542817115783691, -13.703888893127441, -8.130599021911621, -5.606935977935791, -10.303613662719727, -5.9031782150268555, -5.166420936584473, -7.556401252746582, -2.3002395629882812, -13.293218612670898, -6.510432720184326, -9.848898887634277, -3.9164953231811523, -7.93426513671875, -8.610410690307617]	[-10.115021705627441, -10.000988960266113, -4.05135440826416, -9.628722190856934, -10.090080261230469, -8.019434928894043, -1.9428634643554688, -7.573273658752441, -5.7074785232543945, -4.94655179977417, -13.448673248291016, -7.9641852378845215, -5.138617515563965, -9.33004093170166, -6.447398662567139, -5.345370769500732, -7.584117889404297, -2.2870540618896484, -12.434281349182129, -6.180143356323242, -10.54423713684082, -3.6788687705993652, -7.93917179107666, -8.436116218566895]	164.15892028808594	178.83404541015625	14.675125122070312
420	In addition to their awareness and training content, the Pericles actions have led to a number of structural and other improvements in Member Sates and in third countries.	led	13	have	12.0	actions	11	{'Number': 'Plur', 'lemma': 'action'}	NOUN	have	12	{'Mood': 'Ind', 'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'en_partut-ud-720', 'text': 'In addition to their awareness and training content, the Pericles actions have led to a number of structural and other improvements in Member Sates and in third countries.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	've	1|3 -> 2	In addition to their awareness and training content, the Pericles actions	In addition to their awareness and training content, the Pericles actions 've led to a number of structural and other improvements in Member Sates and in third countries.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-4.500414848327637, -1.2106170654296875, -5.523856163024902, -10.634151458740234, -0.28366756439208984, -2.518876075744629, -7.9854326248168945, -9.928240776062012, -12.727411270141602, -6.400505542755127, -5.698451519012451, -9.453716278076172, -8.915706634521484, -10.172309875488281, -1.6094770431518555, -5.372214317321777, -6.314812183380127, -2.1118860244750977, -4.454537391662598, -5.205265998840332, -0.05761241912841797, -8.53762435913086, -1.1798105239868164, -3.362997531890869, -4.370507717132568, -8.240514755249023, -0.6577491760253906, -2.2961912155151367, -7.029339790344238, -8.352246284484863, -3.857285499572754, -11.562774658203125, -3.2077159881591797, -4.02731466293335, -9.367228507995605, -5.397568225860596, -11.909843444824219]	[-4.500414848327637, -1.2106170654296875, -5.523856163024902, -10.634151458740234, -0.28366756439208984, -2.518876075744629, -7.9854326248168945, -9.928240776062012, -12.727411270141602, -6.400505542755127, -5.698451519012451, -9.453716278076172, -8.915706634521484, -10.172309875488281, -1.6094770431518555, -10.346238136291504, -10.686083793640137, -8.383410453796387, -1.128657341003418, -4.055230140686035, -4.858072757720947, -0.0642547607421875, -8.609003067016602, -0.7964143753051758, -3.4369678497314453, -4.394413471221924, -7.951604843139648, -0.999053955078125, -1.9756593704223633, -6.797726631164551, -7.88577938079834, -3.894285202026367, -11.520040512084961, -3.545966625213623, -4.033049583435059, -9.651108741760254, -5.3785929679870605, -11.58571720123291]	214.4358673095703	229.5401611328125	15.104293823242188
421	Ingenious, really, how many ways Muggles have found of getting along without magic.	found	9	have	8.0	Muggles	7	{'Number': 'Plur', 'lemma': 'muggle'}	NOUN	have	8	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	AUX	1	[]	{'sent_id': 'en_lines-ud-dev-doc7-4086', 'text': 'Ingenious, really, how many ways Muggles have found of getting along without magic.', 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}	've	1|3 -> 2	Ingenious, really, how many ways Muggles	Ingenious, really, how many ways Muggles 've found of getting along without magic.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-9.821612358093262, -3.428253173828125, -11.508591651916504, -12.995591163635254, -12.56414794921875, -11.214476585388184, -2.1660308837890625, -6.122422218322754, -7.731468677520752, -4.874368667602539, -2.8703908920288086, -0.6067142486572266, -2.6968994140625, -5.708261966705322, -6.2484846115112305, -8.639184951782227, -4.208580017089844, -7.033057689666748, -11.192811012268066, -11.155284881591797]	[-9.821612358093262, -3.428253173828125, -11.508591651916504, -12.995591163635254, -12.56414794921875, -11.214476585388184, -2.1660308837890625, -6.122422218322754, -7.731468677520752, -4.874368667602539, -2.8703908920288086, -0.6067142486572266, -11.0469970703125, -11.104453086853027, -7.876880645751953, -7.2874226570129395, -8.53912353515625, -4.894908905029297, -7.363533973693848, -11.272503852844238, -11.768041610717773]	142.78663635253906	167.0579376220703	24.27130126953125
422	"""When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	set	4	have	3.0	dandelions	2	{'Number': 'Plur', 'lemma': 'dandelion'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0059', 'text': '""When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac.""', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	've	3 -> 2	"""When dandelions"	"""When dandelions 've set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-10.664782524108887, -8.50629997253418, -5.501235485076904, -3.0603818893432617, -8.718937873840332, -4.1801910400390625, -4.529781341552734, -3.372772216796875, -9.007004737854004, -3.5579423904418945, -11.544049263000488, -11.23729419708252, -8.071090698242188, -6.436881065368652, -0.3145923614501953, -0.15634441375732422, -9.871811866760254, -0.9195985794067383, -14.089160919189453, -13.281288146972656, -4.613319396972656, -6.461428642272949, -1.1269292831420898, -9.27704906463623, -3.112380027770996, -1.4531450271606445, -7.265703201293945, -6.977769374847412, -2.874845504760742, -0.3575572967529297, -8.035822868347168, -1.7771854400634766, -11.127728462219238, -12.422080039978027, -11.965991973876953, -6.173671245574951, -5.915055751800537, -1.862593650817871, -7.251544952392578, -5.587873935699463, -0.8918590545654297, -5.57423210144043, -6.901031017303467, -10.310359001159668, -7.159440517425537, -5.810081481933594, -8.550355911254883, -2.1789798736572266, -0.6577692031860352, -7.467797756195068, -7.4191083908081055, -3.916501045227051, -7.462008476257324, -10.73712158203125]	[-10.664782524108887, -8.50629997253418, -5.501235485076904, -3.0603818893432617, -8.718937873840332, -8.080385208129883, -10.76762580871582, -8.071557998657227, -3.055691719055176, -9.592083930969238, -3.4964590072631836, -11.09561824798584, -10.23271656036377, -7.901026725769043, -6.835669040679932, -0.2795257568359375, -0.3580026626586914, -9.855393409729004, -0.7913293838500977, -14.54761791229248, -13.589529991149902, -4.210363388061523, -6.032284736633301, -1.1260719299316406, -9.169567108154297, -3.2325897216796875, -1.3160161972045898, -7.800130844116211, -6.83018159866333, -2.740917205810547, -0.4282560348510742, -7.948647499084473, -2.0990171432495117, -11.404473304748535, -12.181867599487305, -11.434219360351562, -6.597715377807617, -5.7692646980285645, -2.0831832885742188, -7.095775604248047, -5.778413772583008, -0.9488992691040039, -5.691803932189941, -6.9412665367126465, -10.525277137756348, -7.042333602905273, -6.1457672119140625, -8.873250961303711, -2.4217910766601562, -0.8597507476806641, -7.323067665100098, -7.7681379318237305, -3.965073585510254, -7.07206916809082, -11.242414474487305]	337.69775390625	357.10174560546875	19.40399169921875
423	In the Netherlands, authorities have taken a lower-tech approach to tracking drones.	taken	6	have	5.0	authorities	4	{'Number': 'Plur', 'lemma': 'authority'}	NOUN	have	5	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	AUX	1	[]	{'newdoc id': 'n01140', 'sent_id': 'n01140012', 'text': 'In the Netherlands, authorities have taken a lower-tech approach to tracking drones.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	've	1|3 -> 2	In the Netherlands, authorities	In the Netherlands, authorities 've taken a lower-tech approach to tracking drones.	[]	[]	0	0	0	False	False	False	5.816158261071019e-07	SV-P	eng	3	2	SV	aux	+	[-1.4211082458496094, -7.263506889343262, -0.13462543487548828, -0.09758281707763672, -0.17500019073486328, -12.502928733825684, -11.918261528015137, -0.6093816757202148, -3.7992000579833984, -4.487649917602539, -3.8494386672973633, -8.25307846069336, -11.525411605834961, -5.781229496002197, -4.9607253074646, -9.312398910522461, -0.8681020736694336, -9.250293731689453, -6.499377250671387, -10.72559642791748, -0.3961315155029297, -13.176283836364746]	[-1.4211082458496094, -7.263506889343262, -0.13462543487548828, -0.09758281707763672, -0.17500019073486328, -12.502928733825684, -11.918261528015137, -0.6093816757202148, -9.135061264038086, -12.882101058959961, -8.742157936096191, -5.5428619384765625, -8.333747863769531, -10.998344421386719, -5.190584182739258, -5.247750282287598, -8.513494491577148, -1.3504457473754883, -9.236607551574707, -5.655950546264648, -11.092199325561523, -0.4293050765991211, -12.734158515930176]	127.00730895996094	149.20716857910156	22.199859619140625
424	For example, students must trust that teachers have made appropriate decisions about the structure and content of the courses they teach, and teachers must trust that the assignments that students turn in are their own.	made	9	have	8.0	teachers	7	{'Number': 'Plur', 'lemma': 'teacher'}	NOUN	have	8	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'GENTLE_syllabus_opensource-117', 's_prominence': '3', 's_type': 'sub', 'transition': 'establishment', 'text': 'For example, students must trust that teachers have made appropriate decisions about the structure and content of the courses they teach, and teachers must trust that the assignments that students turn in are their own.', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu'}	've	3 -> 2	For example, students must trust that teachers	For example, students must trust that teachers 've made appropriate decisions about the structure and content of the courses they teach, and teachers must trust that the assignments that students turn in are their own.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-3.946463108062744, -13.672649383544922, -9.924958229064941, -5.994359016418457, -6.656251907348633, -4.460748672485352, -8.687507629394531, -0.6905689239501953, -2.6760449409484863, -4.716387748718262, -7.162125110626221, -3.5922489166259766, -0.006679534912109375, -0.4125518798828125, -7.677274703979492, -2.5432043075561523, -2.8391551971435547, -1.9613142013549805, -7.7447896003723145, -2.520369529724121, -8.511384963989258, -2.686290740966797, -0.9201040267944336, -9.386609077453613, -0.22789287567138672, -4.013113975524902, -7.20099401473999, -13.640510559082031, -2.0447864532470703, -6.6154303550720215, -0.03612041473388672, -9.355207443237305, -7.7146782875061035, -6.284389972686768, -2.421079635620117, -7.998342514038086, -1.9990863800048828, -1.1485891342163086, -3.239757537841797, -8.953862190246582, -9.151402473449707, -3.094853401184082, -6.6574859619140625, -5.283639907836914, -1.5058746337890625, -11.776972770690918]	[-3.946463108062744, -13.672649383544922, -9.924958229064941, -5.994359016418457, -6.656251907348633, -4.460748672485352, -8.687507629394531, -0.6905689239501953, -7.930097579956055, -10.526970863342285, -7.62152099609375, -7.8920793533325195, -1.438136100769043, -0.00695037841796875, -0.21798992156982422, -8.207545280456543, -1.7090816497802734, -3.191436290740967, -1.8402099609375, -7.731893539428711, -2.552029609680176, -8.505494117736816, -3.3250155448913574, -0.9161767959594727, -9.335296630859375, -0.2310943603515625, -4.405633926391602, -7.099791526794434, -13.29426383972168, -2.878603458404541, -6.151974678039551, -0.0602264404296875, -9.171852111816406, -7.724320411682129, -6.533480644226074, -2.252033233642578, -7.761107444763184, -3.0178470611572266, -1.0184526443481445, -2.9545440673828125, -8.86099910736084, -9.55838680267334, -3.2399611473083496, -7.22435188293457, -5.380369186401367, -1.5054473876953125, -11.53139877319336]	239.75411987304688	258.8375549316406	19.08343505859375
425	Throughout history, tyrants have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	known	5	have	4.0	tyrants	3	{'Number': 'Plur', 'lemma': 'tyrant'}	NOUN	have	4	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	{'sent_id': 'newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0026', 'text': 'Throughout history, tyrants have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	Throughout history, tyrants	Throughout history, tyrants 've known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	[]	[]	0	0	0	False	False	False	1.1632316522142038e-06	SV-P	eng	3	2	SV	aux	+	[-3.8687639236450195, -4.941436290740967, -8.976346015930176, -12.101081848144531, -13.667426109313965, -6.296907424926758, -2.344784736633301, -5.302328109741211, -5.966139316558838, -3.6582469940185547, -6.708133697509766, -9.288593292236328, -0.7091999053955078, -1.9512290954589844, -6.026937007904053, -2.6077756881713867, -7.843841075897217, -3.4167585372924805, -8.481343269348145, -0.7785844802856445, -0.008800506591796875, -4.683770179748535, -6.3276777267456055, -3.2848968505859375, -6.368258953094482, -2.506707191467285, -0.12132549285888672, -0.1952953338623047, -6.862309455871582, -12.46235466003418, -7.386435508728027, -4.260498046875, -5.879635334014893, -3.440981388092041, -7.737722873687744, -1.1449623107910156, -4.872391700744629, -5.927274703979492, -1.0011634826660156, -0.005962371826171875, -12.031181335449219]	[-3.8687639236450195, -4.941436290740967, -8.976346015930176, -12.101081848144531, -13.667426109313965, -6.296907424926758, -2.344784736633301, -8.343151092529297, -12.353629112243652, -10.48199462890625, -5.5510969161987305, -6.247126579284668, -9.432931900024414, -0.7228002548217773, -1.6538972854614258, -6.351478576660156, -2.535135269165039, -8.112133979797363, -3.3112974166870117, -8.024750709533691, -0.613612174987793, -0.006072998046875, -5.102077484130859, -6.301283836364746, -3.6431355476379395, -6.134870529174805, -2.17055606842041, -0.11282062530517578, -0.2077159881591797, -6.772480010986328, -12.805630683898926, -8.101705551147461, -4.442689895629883, -5.698888301849365, -3.545238494873047, -8.029637336730957, -0.9726638793945312, -4.954967498779297, -5.775874137878418, -1.0890579223632812, -0.006374359130859375, -11.86303424835205]	211.44546508789062	233.66856384277344	22.223098754882812
426	While Iran 's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	deteriorated	23	have	22.0	armaments	21	{'Number': 'Plur', 'lemma': 'armament'}	NOUN	have	22	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	1	[]	"{'sent_id': 'newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024', 'text': ""While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	've	3 -> 2	While Iran 's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments	While Iran 's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments 've deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	[]	[]	0	0	0	False	False	False	5.816158261071019e-07	SV-P	eng	3	2	SV	aux	+	[-3.002453327178955, -5.3605804443359375, -6.471645355224609, -3.973151683807373, -9.401222229003906, -2.5948486328125, -1.3000802993774414, -11.181135177612305, -4.78492546081543, -3.2952208518981934, -4.7066826820373535, -3.5413851737976074, -2.7225751876831055, -9.161709785461426, -1.7836694717407227, -7.680408477783203, -7.555805683135986, -9.287481307983398, -4.038090705871582, -1.0465145111083984, -5.9845194816589355, -1.1105661392211914, -10.714673042297363, -5.380450248718262, -8.419629096984863, -0.012553215026855469, -4.3815765380859375, -6.455977439880371, -8.926640510559082, -6.595127105712891, -5.6814069747924805, -2.6150636672973633, -9.312298774719238, -11.245182037353516, -3.321542739868164, -1.7272462844848633, -1.136138916015625, -2.9002485275268555, -2.04257869720459, -6.814971446990967, -2.887396812438965, -2.1921329498291016, -1.367523193359375, -5.296559810638428, -6.902215480804443, -5.629760265350342, -7.053509712219238, -9.254188537597656, -2.2393341064453125, -8.975587844848633, -6.769808292388916, -10.20984172821045, -9.916229248046875, -4.666219234466553, -11.874504089355469, -4.298847675323486, -0.7503833770751953, -8.076210021972656, -8.535346984863281, -12.240548133850098, -4.053542613983154, -0.23163414001464844, -0.6509809494018555, -10.743172645568848]	[-3.002453327178955, -5.3605804443359375, -6.471645355224609, -3.973151683807373, -9.401222229003906, -2.5948486328125, -1.3000802993774414, -11.181135177612305, -4.78492546081543, -3.2952208518981934, -4.7066826820373535, -3.5413851737976074, -2.7225751876831055, -9.161709785461426, -1.7836694717407227, -7.680408477783203, -7.555805683135986, -9.287481307983398, -4.038090705871582, -1.0465145111083984, -5.9845194816589355, -1.1105661392211914, -10.714673042297363, -5.380450248718262, -8.419629096984863, -0.012553215026855469, -4.3815765380859375, -6.455977439880371, -8.926640510559082, -6.595127105712891, -5.6814069747924805, -2.6150636672973633, -9.24075698852539, -11.50222396850586, -9.830936431884766, -2.1130857467651367, -1.811793327331543, -3.0089244842529297, -3.6029162406921387, -1.9971504211425781, -6.567849159240723, -2.852621078491211, -2.774954319000244, -1.90252685546875, -5.215900897979736, -6.805306434631348, -5.512435436248779, -7.7299628257751465, -9.010658264160156, -2.212778091430664, -9.295526504516602, -7.206324100494385, -10.918914794921875, -10.116551399230957, -5.070173263549805, -11.946306228637695, -4.152410984039307, -0.8732471466064453, -7.775684833526611, -8.26222038269043, -12.14413833618164, -4.042954921722412, -0.6175088882446289, -0.4967460632324219, -10.526784896850586]	352.48345947265625	366.3060607910156	13.822601318359375
